ID,Название,Департамент,Город,Опыт,Расписание,Формат работы,Рабочие часы,График,Зарплата,Ссылка,Требования,Зона ответственности
129403084,Стажер Юниор ВТБ,"ПАО ВТБ, Средний и малый бизнес",Нижний Новгород,Нет опыта,Полный день,На месте работодателя,"6 часов, 7 часов, 8 часов",5/2,Не указана,https://hh.ru/vacancy/129403084,"Выпускники бакалавриата и магистратуры, а также выпускники Ссузов и СПО. Специальности: экономика, финансы, менеджмент, а также смежные направления. ",Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач. Работа на привлечение клиентов.
128090379,Стажер ВТБ Юниор,"ПАО ВТБ, Розничный бизнес",Казань,Нет опыта,Полный день,,8 часов,5/2,Не указана,https://hh.ru/vacancy/128090379,"Выпускники бакалавриата и магистратуры, а также выпускники Ссузов и СПО. Специальности: экономика, финансы, менеджмент, а также смежные направления. ",Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач.
129790859,Специалист-стажер ВТБ Юниор (розничный бизнес),"ПАО ВТБ, Розничный бизнес",Иваново (Ивановская область),Нет опыта,Полный день,На месте работодателя,8 часов,5/2,от 40 100,https://hh.ru/vacancy/129790859,"Выпускники бакалавриата/специалитета, выпускники магистратуры, выпускники ссузов. Специализация: экономика, финансы, менеджмент, гуманитарные науки. Развитые коммуникативные навыки: желание работать с высоким...","Прохождение программы обязательного обучения и стажировки. Работа с физическими лицами, предложение полного спектра финансовых продуктов и услуг, активные продажи и..."
129654851,Стажер ВТБ Юниор,"ПАО ВТБ, Средний и малый бизнес",Санкт-Петербург,Нет опыта,Полный день,,8 часов,5/2,Не указана,https://hh.ru/vacancy/129654851,"Выпускники бакалавриата и специалитета, а также студенты магистратуры. Специальности: экономика, финансы, менеджмент. Опыт работы не требуется. Возможность работать полный рабочий...",Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач. Готовность выполнять плановые показатели по продажам.
129522636,Стажер/Начинающий специалист по работе с физическими лицами,"ПАО ВТБ, Розничный бизнес",Новый Уренгой,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,от 80 000,https://hh.ru/vacancy/129522636,"Учишься или завершаешь обучение по специальности — экономика, финансы, менеджмент, гуманитарные науки. Готов развиваться в корпоративном бизнесе, в клиентской работе, в...","Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач. Работа с физическими лицами, предложение полного..."
129331406,Стажер/Кредитный аналитик,"ПАО ВТБ, Средний и малый бизнес",Миасс,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129331406,"Учишься или завершаешь обучение по специальности — экономика, финансы, менеджмент, гуманитарные науки. Готов развиваться в корпоративном бизнесе, в клиентской работе, в...",Освоение функционала кредитного аналитика в направлении средний и малый бизнес. Погружение в вопросы анализа финансово-хозяйственной деятельности заемщиков. 
129883725,Стажер ВТБ по работе с корпоративными клиентами,"ПАО ВТБ, Средний и малый бизнес",Ижевск,Нет опыта,Полный день,,8 часов,5/2,Не указана,https://hh.ru/vacancy/129883725,Высшее/среднее профильное образование. Возможность приступить к стажировке в феврале 2026 года.,"Консультирование клиентов по банковским продуктам. Продажи банковских продуктов, предоставление клиентам консультаций по продуктам, удовлетворяющим потребности клиентов. Кросс-продажи (открытие расчетных..."
129373660,Кредитный аналитик ( стажер ),"ПАО ВТБ, Средний и малый бизнес",Миасс,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129373660,"Развитые коммуникативные навыки, готовность развивать клиентоориентированность. Готовность развиваться в корпоративном бизнесе, в клиентской работе. Учишься или завершаешь обучение по специальности...",Освоение/изучение функционала кредитного аналитика в направлении среднего и малого бизнеса. Проведение финансового анализа предприятий/ИП по методикам банка. 
129462422,Специалист-стажер ВТБ Юниор (розничный бизнес),"ПАО ВТБ, Розничный бизнес",Рязань,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,от 46 300,https://hh.ru/vacancy/129462422,"Выпускники бакалавриата/специалитета, выпускники магистратуры, выпускники ссузов.. Специализация: экономика, финансы, менеджмент, гуманитарные науки. Развитые коммуникативные навыки: желание работать с высоким...","Прохождение программы обязательного обучения и стажировки. Работа с физическими лицами, предложение полного спектра финансовых продуктов и услуг, активные продажи и..."
125400706,Специалист-стажер по обслуживанию корпоративных клиентов СМБ (м. Улица 1905 года),"ПАО ВТБ, Средний и малый бизнес",Москва,От 1 года до 3 лет,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/125400706,Готовность к интенсивному обучению и желание развиваться в сфере обслуживания юридических лиц в банке. Высшее образование/ среднее специальное образование/ неполное...,"Операционное обслуживание юридических лиц (в том числе открытие, ведение, закрытие банковских счетов). Консультирование клиентов (юридических лиц и ИП) по банковским..."
129401786,Стажер ВТБ Юниор в розничный и средний/малый бизнес,"ПАО ВТБ, Розничный бизнес",Йошкар-Ола,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129401786,"Выпускники бакалавриата и магистратуры, а также выпускники Ссузов и СПО. Специальности: экономика, финансы, менеджмент, а также смежные направления. ",Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач.
128979886,Стажер-Юниор в Розничный бизнес ВТБ,"ПАО ВТБ, Сеть и контакт-центр",Москва,Нет опыта,Полный день,На месте работодателя,Другое,Другое,до 77 000,https://hh.ru/vacancy/128979886,"Выпускников бакалавриата/специалитета/магистратуры а так же выпускников ссузов. - Специализация: экономика, банковское дело, финансы и кредит, менеджмент, маркетинг и др. ",Пройти путь от обслуживания физических лиц в офисе до работы с клиентами зарплатного направления и с привилегированными клиентами. - 
128163665,Начинающий специалист по работе с физическими лицами (м. Кировский завод),"ПАО ВТБ, Розничный бизнес",Санкт-Петербург,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,от 69 000,https://hh.ru/vacancy/128163665,"Выпускник бакалавриата/специалитета, выпускник магистратуры или выпускник ссуза. Знания предметных областей.","Развитие под руководством топовых руководителей (работа с наставником). Регулярное обучение (дистанционное\очное), участие во внутренних конкурсах. Развитие в направлении по..."
128661093,Стажер ВТБ Юниор по направлению розничный бизнес,"ПАО ВТБ, Розничный бизнес",Ростов-на-Дону,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/128661093,"Студенты 4 курса бакалавриата, 1-2 курса магистратуры и выпускники. Специализация: экономика, финансы, менеджмент, юриспруденция, гуманитарные науки. Развитые коммуникативные навыки...",Активное участие в выполнении целевых ориентиров в офисе банка для реализации бизнес-задач.
129495737,Стажер ВТБ Юниор,"ПАО ВТБ, Розничный бизнес",Благовещенск (Амурская область),Нет опыта,Полный день,,8 часов,5/2,Не указана,https://hh.ru/vacancy/129495737,Знакомство со структурой и направлением развития в розничного бизнеса​​. Выпускники и учащиеся магистратуры и 3-го и 4-го курса...,"Определение вектора обучения в розничном направлении: ипотека, универсальная фронт-линия, работа с привилегированными клиентами."
127958174,Стажер ВТБ Юниор по направлению корпоративный бизнес,"ПАО ВТБ, Средний и малый бизнес",Пятигорск,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/127958174,"Специализация: экономика, финансы, менеджмент, юриспруденция, гуманитарные науки. Развитые коммуникативные навыки: желание и способность много общаться с людьми.",Активное участие в выполнении целевых ориентиров в офисе банка для реализации бизнес-задач.
128137533,Стажер отдела по работе с корпоративными клиентами,"ПАО ВТБ, Средний и малый бизнес",Пермь,Нет опыта,Полный день,,8 часов,5/2,Не указана,https://hh.ru/vacancy/128137533,"Выпускники бакалавриата и магистратуры), а также выпускники Ссузов и СПО. Специальности: экономика, финансы, менеджмент, а также смежные направления. ",Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач. Консультирование клиентов по банковским продуктам. 
127557173,Стажёр ВТБ Юниор,"ПАО ВТБ, Розничный бизнес",Улан-Удэ,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/127557173,"Выпускники бакалавриата/специалитета 2024-2026, выпускники магистратуры 2024-2026, а также выпускники ссузов 2024-2025. Специальности: экономика, финансы, банки и...",Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач.
129723324,Стажер ВТБ Юниор (м. Озерки),"ПАО ВТБ, Розничный бизнес",Санкт-Петербург,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129723324,"Выпускник бакалавриата/специалитета, выпускник магистратуры или выпускник ссуза. Знания предметных областей. Возможность работать 30, 35 или 40 часов в неделю...","Оплачиваемая стажировка для выпускников ВУЗов и СУЗов. Развитие под руководством топовых руководителей (работа с наставником). Регулярное обучение (дистанционное\очное), участие..."
129631109,Стажер- Юниор,"ПАО ВТБ, Средний и малый бизнес",Красноярск,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129631109,"Выпускники бакалавриата/специалитета, выпускники магистратуры, выпускники вузов. Специализация экономика, финансы, менеджмент, гуманитарные науки. Ориентация на клиента и его интересы. ",Выполнение поручений под руководством профессионалов.
127300640,Специалист-стажер ВТБ Юниор (розничный бизнес),"ПАО ВТБ, Розничный бизнес",Тула,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,от 50 180,https://hh.ru/vacancy/127300640,"Выпускники бакалавриата/специалитета 2024-2026 г., выпускники магистратуры 2024-2026 г., выпускники ссузов 2024-2025 г.. Специализация: экономика, финансы, менеджмент...","Прохождение программы обязательного обучения и стажировки. Работа с физическими лицами, предложение полного спектра финансовых продуктов и услуг, активные продажи и..."
128810377,Стажер ВТБ по обслуживанию физических лиц,"ПАО ВТБ, Розничный бизнес",Пермь,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/128810377,"Выпускники бакалавриата и магистратуры, а также выпускники Ссузов и СПО. Специальности: экономика, финансы, менеджмент, а также смежные направления. ",Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач. Операционное обслуживание физических лиц. 
129401899,Стажер ВТБ Юниор в розничный и средний/малый бизнес,"ПАО ВТБ, Розничный бизнес",Чебоксары,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129401899,"Выпускники бакалавриата и магистратуры (2024-2026г), а также выпускники Ссузов и СПО (2024-2025). Специальности: экономика, финансы, менеджмент, а...",Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач.
129807570,Младший специалист (стажер) в отдел по привлечению корпоративных клиентов,"ПАО ВТБ, Средний и малый бизнес",Владимир,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129807570,"Выпускники бакалавриата/специалитета , выпускники магистратуры, выпускники ссузов. Специализация: экономика, финансы, менеджмент, гуманитарные науки. Ориентация на клиента и его интересы. ","Прохождение дистанционных курсов, вебинаров, тренингов по направлению работы с клиентами (холодные продажи). Стажировка с наставником в соответствии с задачами в..."
128128167,Стажер ВТБ Юниор в средний/малый бизнес,"ПАО ВТБ, Средний и малый бизнес",Оренбург,Нет опыта,Полный день,На месте работодателя,По договорённости,5/2,Не указана,https://hh.ru/vacancy/128128167,"В том числе выпускники бакалавриата и магистратуры, а также выпускники Ссузов и СПО. Специальности: экономика, финансы, менеджмент, а также смежные...",Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач.
129272111,Начинающий специалист \ стажер,"ПАО ВТБ, Средний и малый бизнес",Челябинск,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129272111,"Специализация: экономика, финансы, менеджмент, банковское дело. Интерес и готовность развиваться в корпоративном бизнесе, в направлении продаж.",Выполнение поручений под руководством профессионалов. Работа над реальными рабочими задачами и получение ценного опыта. Работа с широким кругом клиентов малого...
129376829,"Стажер в Управление клиентской поддержки Департамента брокерского обсуживания, ВТБ Юниор","ПАО ВТБ, Корпоративно-инвестиционный бизнес",Москва,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,75 000 - 75 000,https://hh.ru/vacancy/129376829,"Высшее экономическое, финансовое образование, в том числе студенты 3-4 курса бакалавриата. Отличный уровень понимания финансовых рынков и инвестиционных инструментов. ","Обработка обращений клиентов по телефону, в чате и почте (проверка корректности начисления комиссий, чтение брокерских отчетов, состояние портфеля, тарифы по..."
128953835,Стажер/Персональный менеджер по работе с клиентами малого бизнеса,"ПАО ВТБ, Средний и малый бизнес",Екатеринбург,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/128953835,"Также учишься или завершаешь обучение по специальности — экономика, финансы, менеджмент, гуманитарные науки. Готов развиваться в корпоративном бизнесе, в клиентской работе...","Работа с клиентами малого бизнеса, банковскими продуктами и цифровыми предложениями. Ведение переговоров с клиентами и осуществление продаж банковских продуктов. "
129781826,Стажер ВТБ Юниор в розничный бизнес,"ПАО ВТБ, Розничный бизнес",Саратов,Нет опыта,Полный день,На месте работодателя,По договорённости,5/2,Не указана,https://hh.ru/vacancy/129781826,"Выпускники бакалавриата и магистратуры (2024-2026г), а также выпускники Ссузов и СПО (2024-2025). Специальности: экономика, финансы, менеджмент, а...",
128428074,Начинающий специалист в отдел по работе с корпоративными клиентами,"ПАО ВТБ, Средний и малый бизнес",Воронеж,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/128428074,"Выпускники бакалавриата и специалитета, а также студенты магистратуры; специальности: экономика, финансы, юриспруденция, менеджмент. Опыт работы не требуется. Возможность работать полный...",Выполнение поручений под руководством профессионалов.
128075826,Специалист-стажер ВТБ Юниор (в отдел операционного обслуживания юридических лиц),"ПАО ВТБ, Средний и малый бизнес",Калуга,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,от 46 320,https://hh.ru/vacancy/128075826,"Выпускники бакалавриата/специалитета 2025-2027 г., выпускники магистратуры 2025-2027 г., выпускники ссузов 2025-2026 г.. Специализация: экономика, финансы, менеджмент...","Выполнение поручений под руководством профессионалов. Обучение и развитие Soft и hard skills: доступ к обучающим курсам, электронным библиотекам, лекторий с..."
129346753,"Стажер в Управление аудита корпоративно-инвестиционного бизнеса, ВТБ Юниор","ПАО ВТБ, Подразделения Поддержки и Контроля",Москва,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,75 000 - 75 000,https://hh.ru/vacancy/129346753,"Умение понимать финансовую отчетность. Знание основ банковского законодательства, корпоративного права, регулирования рынка финансовых инструментов. Чтение на английском языке. ","Анализ данных, документов и другой информации. Проверка гипотез. Проведение выборочных тестов. Подготовка отчетов с выводами по итогам проведенного анализа. "
126904440,"Стажер в Управление внутрибанковского учета/Отдел сопровождения оплат и договоров аренды, ВТБ Юниор","ПАО ВТБ, Подразделения Поддержки и Контроля",Самара,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,54 000 - 54 000,https://hh.ru/vacancy/126904440,Владение стандартными компьютерными программами. — Обладание базовыми знаниями бухгалтерского учета.,"отражение хозяйственных операций Банка в бухгалтерском и налоговом учете. — участие в переходе на новую систему в рамках импортозамещения, миграции функционала..."
129790912,Специалист-стажер ВТБ Юниор (розничный бизнес),"ПАО ВТБ, Розничный бизнес",Тамбов,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,от 42 400,https://hh.ru/vacancy/129790912,"Выпускники бакалавриата/специалитета, выпускники магистратуры, выпускники ссузов.. Специализация: экономика, финансы, менеджмент, гуманитарные науки. Развитые коммуникативные навыки: желание работать с высоким...","Прохождение программы обязательного обучения и стажировки. Работа с физическими лицами, предложение полного спектра финансовых продуктов и услуг, активные продажи и..."
109733225,Стажер (начинающий специалист),"ПАО ВТБ, Розничный бизнес",Барнаул,Нет опыта,Полный день,На месте работодателя,9 часов,5/2,44 300 - 44 300,https://hh.ru/vacancy/109733225,"Студенты 4 курса бакалавриата, 1-2 курса магистратуры, средне-специальных учебных заведений и выпускники. Специализация: экономика, финансы, менеджмент, юриспруденция, гуманитарные...",
129507070,Специалист-стажер ВТБ Юниор (средний и малый бизнес),"ПАО ВТБ, Средний и малый бизнес",Рязань,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,от 46 320,https://hh.ru/vacancy/129507070,"Выпускники бакалавриата/специалитета 2024-2026 г., выпускники магистратуры 2024-2026 г., выпускники ссузов 2024-2025 г.. Специализация: экономика, финансы, менеджмент...",Прохождение базовой программы стажировки для начинающих специалистов у опытных наставников банка. Выполнение поручений под руководством профессионалов. Работа над реальными рабочими...
128143035,Стажер ВТБ (корпоративный бизнес),"ПАО ВТБ, Средний и малый бизнес",Нижний Новгород,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/128143035,"Высшее/неоконченное высшее/средне-профессиональное образование. Специальности: экономика, финансы, менеджмент, физико-математический профиль, информационные технологии, юриспруденция желательно. Опыт работы не...",Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач. Готовность выполнять плановые показатели по продажам.
129369842,Стажер/Помощник персонального менеджера (малый бизнес),"ПАО ВТБ, Средний и малый бизнес",Екатеринбург,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129369842,"Учишься или завершаешь обучение по специальности — экономика, финансы, менеджмент, гуманитарные науки. Готов развиваться в корпоративном бизнесе, в клиентской работе, в...","Работа с клиентами малого бизнеса, банковскими продуктами и цифровыми предложениями. Ведение переговоров с клиентами и осуществление продаж банковских продуктов. "
129146615,Старший менеджер по привлечению корпоративных клиентов СМБ,"ПАО ВТБ, Средний и малый бизнес",Санкт-Петербург,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129146615,Высшее/неоконченное высшее/среднее специальное образование. Готовность к интенсивному обучению и желание развиваться в сфере обслуживания юридических лиц в банке.,"Операционное обслуживание юридических лиц (в том числе открытие, ведение, закрытие банковских счетов). Консультирование клиентов (юридических лиц и индивидуальных предпринимателей) по..."
129703326,Менеджер по работе с физическими лицами (Стажер),"ПАО ВТБ, Розничный бизнес",Екатеринбург,Нет опыта,Полный день,,8 часов,5/2,от 55 000,https://hh.ru/vacancy/129703326,"Учишься или завершаешь обучение по специальности — экономика, финансы, менеджмент, гуманитарные науки. Готов развиваться в корпоративном бизнесе, в клиентской работе, в...","Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач. Работа с физическими лицами, предложение полного..."
126966899,Специалист-стажер ВТБ Юниор (в отдел операционного обслуживания юридических лиц),"ПАО ВТБ, Средний и малый бизнес",Тверь,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,от 49 400,https://hh.ru/vacancy/126966899,"Выпускники бакалавриата/специалитета 2024-2026 г., выпускники магистратуры 2024-2026 г., выпускники ссузов 2024-2025 г.. Специализация: экономика, финансы, менеджмент...","Выполнение поручений под руководством профессионалов. Обучение и развитие Soft и hard skills: доступ к обучающим курсам, электронным библиотекам, лекторий с..."
129939874,Стажер/Менеджер по привлечению корпоративных клиентов,"ПАО ВТБ, Средний и малый бизнес",Челябинск,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129939874,"Учишься или завершаешь обучение по специальности — экономика, финансы, менеджмент, гуманитарные науки. Готов развиваться в корпоративном бизнесе, в клиентской работе, в...","Работа с широким кругом клиентов малого бизнеса, банковскими продуктами и цифровыми предложениями. Ведение переговоров с клиентами и осуществление продаж банковских..."
128545167,Стажер ВТБ Юниор в отдел по работе с юридическими лицами,"ПАО ВТБ, Средний и малый бизнес",Чебоксары,Нет опыта,Полный день,,По договорённости,5/2,Не указана,https://hh.ru/vacancy/128545167,"Выпускники бакалавриата и магистратуры (2024-2026г), а также выпускники Ссузов и СПО (2024-2026). Специальности: экономика, финансы, менеджмент, а...",Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач.
129344694,Стажер ВТБ Юниор - начинающий специалист в отделении банка,"ПАО ВТБ, Розничный бизнес",Архангельск,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129344694,"Выпускник бакалавриата/специалитета, выпускник магистратуры или выпускник ссуза. Знания предметных областей. Возможность работать 30, 35 или 40 часов в неделю...","Оплачиваемая стажировка для выпускников ВУЗов и СУЗов. Развитие под руководством топовых руководителей (работа с наставником). Регулярное обучение (дистанционное\очное), участие..."
129693710,Стажер менеджера по привлечению корпоративных клиентов,"ПАО ВТБ, Средний и малый бизнес",Новосибирск,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129693710,Преимущества:,
129753179,Стажер/Менеджер по работе с клиентами малого бизнеса,"ПАО ВТБ, Средний и малый бизнес",Екатеринбург,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129753179,"Также учишься или завершаешь обучение по специальности — экономика, финансы, менеджмент, гуманитарные науки. Готов развиваться в корпоративном бизнесе, в клиентской работе...","Работа с широким кругом клиентов малого бизнеса, банковскими продуктами и цифровыми предложениями. Ведение переговоров с клиентами и осуществление продаж банковских..."
128670027,Стажер ВТБ Юниор в Блок Розничного бизнеса,"ПАО ВТБ, Розничный бизнес",Сочи,Нет опыта,Полный день,,8 часов,5/2,Не указана,https://hh.ru/vacancy/128670027,"Специализация: экономика, финансы, инженерно-технический и физико-математический профиль, информационные технологии.","В рамках направления вы узнаете о работе региональной сети, удаленных каналах продаж и CRM, а также познакомитесь с розничными продуктами..."
129753738,Стажер/Менеджер по работе с крупными клиентами,"ПАО ВТБ, Средний и малый бизнес",Челябинск,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129753738,"Учишься или завершаешь обучение по специальности — экономика, финансы, менеджмент, гуманитарные науки. Готов развиваться в корпоративном бизнесе, в клиентской работе, в...","Работа с корпоративными клиентами крупного бизнеса, банковскими продуктами и цифровыми предложениями. Ведение переговоров с клиентами и осуществление продаж банковских продуктов. "
129753283,Стажер/Персональный менеджер по работе с клиентами малого бизнеса,"ПАО ВТБ, Средний и малый бизнес",Екатеринбург,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129753283,"Также учишься или завершаешь обучение по специальности — экономика, финансы, менеджмент, гуманитарные науки. Готов развиваться в корпоративном бизнесе, в клиентской работе...","Работа с клиентами малого бизнеса, банковскими продуктами и цифровыми предложениями. Ведение переговоров с клиентами и осуществление продаж банковских продуктов. "
128076793,Стажер ВТБ Юниор в отдел по привлечению корпоративных клиентов,"ПАО ВТБ, Средний и малый бизнес",Йошкар-Ола,Нет опыта,Гибкий график,На месте работодателя,По договорённости,Другое,Не указана,https://hh.ru/vacancy/128076793,"Выпускники бакалавриата и магистратуры (2024-2026г), а также выпускники Ссузов и СПО (2024-2025). Специальности: экономика, финансы, менеджмент, а...",Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач.
129356771,Менеджер по работе с физическими лицами (Стажер),"ПАО ВТБ, Розничный бизнес",Новый Уренгой,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,от 70 000,https://hh.ru/vacancy/129356771,"Учишься или завершаешь обучение по специальности — экономика, финансы, менеджмент, гуманитарные науки. Готов развиваться в корпоративном бизнесе, в клиентской работе, в...","Активное участие в практическом выполнении целевых ориентиров в офисе банка для реализации бизнес-задач. Работа с физическими лицами, предложение полного..."
129147109,Младший специалист-стажер по привлечению корпоративных клиентов (м. Пролетарская),"ПАО ВТБ, Средний и малый бизнес",Москва,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129147109,Высшее/неоконченное высшее/среднее специальное образование. Готовность к интенсивному обучению и желание развиваться в сфере обслуживания юридических лиц в банке.,"Операционное обслуживание юридических лиц (в том числе открытие, ведение, закрытие банковских счетов). Консультирование клиентов (юридических лиц и ИП) по банковским..."
